delivery_id,delivery_partner,package_type,vehicle_type,delivery_mode,region,weather_condition,distance_km,package_weight_kg,delivery_time_hours,expected_time_hours,delay_hours,delayed,delivery_status,delivery_rating,delivery_cost,cost_per_km,cost_per_kg
21716,xpressbees,pharmacy,truck,same day,east,foggy,3.6,14.12,1,8,-7,no,delivered,5,158.86,44.12777777777778,11.250708215297452
21717,amazon logistics,furniture,bike,express,east,rainy,152.8,10.21,8,5,3,yes,delayed,2,844.63,5.527683246073298,82.72575905974534
21718,xpressbees,furniture,bike,standard,east,rainy,119.6,43.62,7,24,-17,no,delivered,3,728.86,6.094147157190636,16.709307657038057
21719,blue dart,electronics,scooter,two day,east,clear,142.7,2.79,5,16,-11,no,delivered,4,721.87,5.058654519971969,258.7347670250896
21720,fedex,groceries,ev van,standard,north,stormy,55.5,11.96,5,24,-19,no,delivered,5,313.38,5.646486486486486,26.202341137123742
21721,fedex,groceries,truck,standard,west,cold,203.5,29.7,6,24,-18,no,delivered,5,1106.6,5.437837837837837,37.25925925925926
21722,dhl,documents,van,two day,central,stormy,297.1,24.42,14,16,-2,no,delivered,4,1567.76,5.2768764725681585,64.1998361998362
21723,fedex,fragile items,truck,standard,north,hot,198.7,35.75,8,24,-16,no,delivered,4,1100.75,5.539758429793659,30.79020979020979
21724,xpressbees,automobile parts,van,same day,central,foggy,81.7,4.22,6,8,-2,no,delivered,4,521.16,6.378947368421052,123.49763033175356
21725,amazon logistics,furniture,bike,same day,east,cold,130.0,12.71,5,8,-3,no,delivered,3,788.13,6.062538461538462,62.00865460267505
21726,ekart,fragile items,truck,two day,central,rainy,190.0,7.25,8,16,-8,no,delivered,5,971.75,5.114473684210527,134.0344827586207
21727,ekart,documents,ev bike,two day,north,stormy,227.9,6.72,12,16,-4,no,delivered,5,1159.66,5.08845985081176,172.5684523809524
21728,blue dart,automobile parts,ev van,express,north,cold,262.7,38.17,7,7,0,yes,delayed,3,1478.01,5.626227636086791,38.721771024364685
21729,dhl,cosmetics,van,standard,north,clear,136.6,47.75,2,24,-22,no,delivered,4,826.25,6.0486822840409955,17.30366492146597
21730,fedex,cosmetics,scooter,two day,east,hot,279.4,1.36,7,16,-9,no,delivered,4,1401.08,5.014602720114532,1030.205882352941
21731,xpressbees,pharmacy,ev van,same day,east,foggy,275.2,16.54,10,8,2,yes,delayed,2,1525.62,5.543677325581395,92.23821039903265
21732,ekart,fragile items,van,standard,central,stormy,221.6,42.47,14,24,-10,no,delivered,3,1235.41,5.57495487364621,29.089004002825526
21733,blue dart,furniture,bike,standard,east,hot,265.3,23.86,7,24,-17,no,delivered,4,1398.08,5.269807764794572,58.59513830678961
21734,delhivery,automobile parts,truck,express,central,rainy,174.6,8.52,4,5,-1,no,delivered,3,948.56,5.432760595647194,111.33333333333333
21735,delhivery,pharmacy,bike,two day,south,cold,3.6,1.36,1,16,-15,no,delivered,4,95.6674,26.574277777777777,70.34367647058824
21736,delhivery,furniture,ev van,express,north,cold,149.6,10.54,4,4,0,no,delivered,3,829.62,5.545588235294118,78.71157495256168
21737,blue dart,clothing,ev bike,two day,central,stormy,148.7,17.76,8,16,-8,no,delivered,4,796.78,5.358305312710155,44.86373873873873
21738,xpressbees,automobile parts,van,standard,north,stormy,22.8,0.67,7,24,-17,no,delivered,4,115.2,5.052631578947368,171.94029850746267
21739,xpressbees,electronics,truck,same day,central,hot,95.2,23.28,3,8,-5,no,delivered,3,645.84,6.784033613445378,27.742268041237114
21740,ecom express,electronics,van,two day,east,rainy,119.0,44.16,6,16,-10,no,delivered,5,727.48,6.11327731092437,16.473731884057973
21741,fedex,electronics,van,same day,east,foggy,199.6,6.05,7,8,-1,no,delivered,5,1116.15,5.591933867735472,184.48760330578514
21742,fedex,electronics,ev van,same day,south,foggy,154.3,8.53,7,8,-1,no,delivered,5,897.09,5.813933895009721,105.16881594372803
21743,ecom express,documents,ev bike,express,south,clear,6.4,7.51,0,2,-2,no,delivered,3,104.53,16.3328125,13.918774966711052
21744,blue dart,furniture,truck,same day,south,foggy,294.0,48.61,10,8,2,yes,delayed,3,1632.7206,5.553471428571429,33.58816292943839
21745,shadowfax,documents,ev van,express,west,cold,99.9,44.13,4,4,0,yes,delayed,2,681.89,6.825725725725725,15.451846816224789
21746,amazon logistics,furniture,bike,same day,east,clear,125.0,6.51,6,8,-2,no,delivered,5,744.53,5.95624,114.36712749615975
21747,fedex,furniture,ev van,standard,north,cold,180.5,22.91,7,24,-17,no,delivered,5,971.23,5.380775623268698,42.39327804452204
21748,ekart,groceries,scooter,standard,north,foggy,288.6,31.65,13,24,-11,no,delivered,5,1537.95,5.329002079002079,48.59241706161138
21749,shadowfax,electronics,scooter,same day,west,rainy,107.7,48.74,9,8,1,yes,delayed,2,784.72,7.286165273909006,16.100123102174805
21750,ecom express,furniture,truck,two day,west,rainy,115.9,7.38,6,16,-10,no,delivered,5,601.64,5.191026747195858,81.5230352303523
21751,ekart,documents,bike,express,south,rainy,164.5,39.99,8,5,3,yes,delayed,2,992.47,6.033252279635258,24.817954488622156
21752,shadowfax,furniture,van,same day,south,foggy,66.3,40.39,3,8,-5,no,delivered,3,552.67,8.335897435897436,13.683337459767268
21753,delhivery,electronics,van,express,central,rainy,37.1,34.54,6,2,4,yes,failed,1,339.12,9.140700808625336,9.818181818181818
21754,ekart,fragile items,bike,standard,north,stormy,154.3,21.04,8,24,-16,no,delivered,3,834.62,5.409073233959818,39.668250950570346
21755,xpressbees,cosmetics,scooter,two day,central,hot,287.2,49.52,7,16,-9,no,delivered,5,1585.13,5.5192548746518115,32.00989499192246
21756,fedex,groceries,van,express,central,foggy,144.6,45.3,5,4,1,yes,delayed,2,908.9,6.285615491009682,20.06401766004415
21757,blue dart,groceries,bike,standard,north,cold,116.6,19.22,4,24,-20,no,delivered,3,640.66,5.49451114922813,33.33298647242456
21758,dhl,documents,ev van,standard,east,clear,27.1,26.65,3,24,-21,no,delivered,3,215.45,7.950184501845017,8.084427767354597
21759,blue dart,automobile parts,van,standard,east,clear,169.5,2.68,3,24,-21,no,delivered,3,855.54,5.047433628318584,319.2313432835821
21760,amazon logistics,cosmetics,ev bike,same day,central,cold,150.6,2.23,5,8,-3,no,delivered,4,859.69,5.708432934926959,385.51121076233187
21761,ecom express,furniture,scooter,express,east,cold,123.8,39.17,4,4,0,yes,delayed,3,786.51,6.353069466882068,20.079397498085267
21762,delhivery,pharmacy,truck,same day,north,clear,226.2,17.93,8,8,0,yes,delayed,2,1284.79,5.679885057471265,71.6558839933073
21763,ekart,electronics,bike,standard,south,foggy,69.5,33.31,6,24,-18,no,delivered,4,447.43,6.437841726618705,13.432302611828279
21764,amazon logistics,fragile items,scooter,two day,east,foggy,244.7,28.74,13,16,-3,no,delivered,5,1309.72,5.3523498161013485,45.571329157967995
21765,amazon logistics,pharmacy,ev bike,two day,south,clear,237.4,43.57,8,16,-8,no,delivered,3,1317.71,5.550589721988206,30.24351618085839
21766,xpressbees,documents,van,two day,east,hot,26.7,28.97,2,16,-14,no,delivered,3,220.41,8.25505617977528,7.608215395236452
21767,xpressbees,cosmetics,ev van,same day,central,foggy,291.6,24.65,17,8,9,yes,failed,1,1631.95,5.59653635116598,66.20486815415822
21768,amazon logistics,electronics,ev van,standard,central,cold,67.3,32.31,1,24,-23,no,delivered,4,433.43,6.440267459138187,13.414732281027545
21769,dhl,furniture,bike,standard,south,foggy,152.0,4.9,6,24,-18,no,delivered,3,774.7,5.09671052631579,158.10204081632654
21770,ecom express,automobile parts,truck,standard,north,stormy,108.9,7.94,9,24,-15,no,delivered,5,568.32,5.2187327823691465,71.57682619647356
21771,amazon logistics,cosmetics,ev bike,express,central,cold,178.5,34.4,7,5,2,yes,delayed,2,1045.7,5.858263305322129,30.39825581395349
21772,ekart,electronics,scooter,two day,east,rainy,162.7,28.82,9,16,-7,no,delivered,4,899.96,5.53140749846343,31.226925746009716
21773,delhivery,pharmacy,ev van,two day,east,foggy,297.1,20.21,10,16,-6,no,delivered,3,1546.13,5.204072702793672,76.50321622958931
21774,fedex,cosmetics,ev bike,same day,north,stormy,276.1,4.31,10,8,2,yes,failed,1,1493.43,5.409018471568272,346.50348027842233
21775,xpressbees,furniture,scooter,same day,west,hot,79.6,6.56,2,8,-6,no,delivered,5,517.68,6.503517587939698,78.91463414634146
21776,amazon logistics,documents,bike,express,central,foggy,105.4,7.84,8,4,4,yes,delayed,3,600.52,5.697533206831119,76.5969387755102
21777,blue dart,cosmetics,van,same day,north,clear,264.8,5.07,6,8,-2,no,delivered,3,1439.21,5.435083081570997,283.86785009861933
21778,dhl,groceries,van,same day,south,hot,189.5,41.33,6,8,-2,no,delivered,4,1171.49,6.182005277044855,28.344785869828215
21779,xpressbees,automobile parts,truck,same day,east,hot,234.6,42.4,11,8,3,yes,delayed,2,1400.2,5.96845694799659,33.02358490566038
21780,delhivery,fragile items,scooter,express,east,foggy,172.4,14.22,7,5,2,yes,delayed,2,954.66,5.537470997679814,67.1350210970464
21781,xpressbees,automobile parts,scooter,same day,south,hot,285.0,8.11,9,8,1,yes,delayed,2,1549.33,5.436245614035087,191.039457459926
21782,ekart,groceries,ev van,same day,west,clear,157.0,21.58,6,8,-2,no,delivered,5,949.74,6.049299363057325,44.01019462465246
21783,delhivery,cosmetics,ev van,express,south,stormy,156.9,49.52,11,5,6,yes,delayed,2,984.35,6.273741236456342,19.87782714054927
21784,ekart,clothing,ev bike,two day,south,stormy,54.6,3.23,8,16,-8,no,delivered,5,282.69,5.177472527472528,87.52012383900929
21785,xpressbees,cosmetics,van,express,east,clear,80.6,45.54,2,3,-1,no,delivered,4,589.62,7.315384615384616,12.947299077733861
21786,amazon logistics,cosmetics,van,same day,north,clear,286.2,24.44,11,8,3,yes,delayed,3,1604.32,5.605590496156534,65.64320785597381
21787,delhivery,cosmetics,scooter,same day,central,cold,190.5,23.4,6,8,-2,no,delivered,5,1122.7,5.893438320209974,47.978632478632484
21788,fedex,electronics,van,express,east,stormy,143.3,5.64,8,4,4,yes,failed,1,783.42,5.466992323796231,138.90425531914894
21789,blue dart,furniture,truck,standard,central,cold,239.5,16.55,6,24,-18,no,delivered,5,1247.15,5.207306889352819,75.35649546827794
21790,xpressbees,documents,ev van,standard,south,rainy,271.4,8.85,9,24,-15,no,delivered,5,1383.55,5.097826086956522,156.33333333333334
21791,amazon logistics,automobile parts,ev bike,two day,north,stormy,169.9,42.66,11,16,-5,no,delivered,4,977.48,5.753266627427899,22.913267698077828
21792,ecom express,furniture,scooter,two day,south,cold,241.6,31.03,5,16,-11,no,delivered,5,1301.09,5.385306291390728,41.93006767644215
21793,dhl,pharmacy,ev van,standard,west,foggy,70.8,39.65,5,24,-19,no,delivered,4,472.95,6.680084745762712,11.9281210592686
21794,ekart,groceries,bike,same day,north,stormy,65.5,40.3,6,8,-2,no,delivered,4,548.4,8.372519083969465,13.607940446650124
21795,ekart,clothing,bike,express,east,cold,7.1,30.99,3,2,1,yes,failed,2,178.47,25.13661971830986,5.758954501452082
21796,xpressbees,pharmacy,ev van,same day,west,clear,62.6,33.89,1,8,-7,no,delivered,4,514.67,8.221565495207667,15.186485688993802
21797,fedex,pharmacy,scooter,same day,central,stormy,234.9,37.03,15,8,7,yes,failed,1,1385.59,5.898637718177947,37.41803942749122
21798,delhivery,groceries,ev van,standard,west,stormy,182.4,34.55,11,24,-13,no,delivered,3,1015.65,5.568256578947368,29.396526772793056
21799,ecom express,pharmacy,bike,two day,south,cold,237.4,23.02,5,16,-11,no,delivered,4,1256.06,5.290901432181971,54.56385751520417
21800,delhivery,groceries,scooter,two day,west,hot,151.0,26.0,6,16,-10,no,delivered,5,833.0,5.516556291390729,32.03846153846154
21801,ecom express,pharmacy,ev bike,two day,west,rainy,108.3,49.52,8,16,-8,no,delivered,4,690.6,6.376731301939058,13.945880452342488
21802,blue dart,groceries,scooter,express,east,clear,35.0,49.52,2,2,0,no,delivered,5,374.49,10.699714285714286,7.562399030694668
21803,fedex,cosmetics,truck,same day,west,rainy,118.0,30.31,6,8,-2,no,delivered,5,780.93,6.618050847457627,25.76476410425602
21804,ekart,fragile items,ev bike,two day,east,hot,262.8,8.65,7,16,-9,no,delivered,3,1339.95,5.098744292237443,154.90751445086704
21805,xpressbees,furniture,van,standard,east,rainy,121.9,5.76,7,24,-17,no,delivered,4,626.78,5.141755537325676,108.81597222222223
21806,dhl,electronics,bike,standard,west,hot,169.8,17.72,6,24,-18,no,delivered,5,902.16,5.313074204946996,50.91196388261851
21807,dhl,cosmetics,ev bike,two day,central,cold,272.8,39.58,9,16,-7,no,delivered,4,1482.74,5.435263929618768,37.46184941889844
21808,fedex,automobile parts,truck,express,central,hot,193.3,15.87,6,5,1,yes,delayed,3,1064.11,5.504966373512674,67.05166981726528
21809,ecom express,cosmetics,ev van,standard,north,clear,178.1,13.45,5,24,-19,no,delivered,5,930.85,5.226558113419427,69.20817843866172
21810,ekart,groceries,ev bike,standard,south,foggy,279.7,33.2,9,24,-15,no,delivered,3,1498.1,5.356095816946729,45.12349397590361
21811,blue dart,pharmacy,ev bike,same day,central,rainy,96.3,20.01,5,8,-3,no,delivered,4,641.53,6.661786085150571,32.06046976511744
21812,delhivery,groceries,truck,express,west,stormy,292.7,27.74,12,7,5,yes,delayed,3,1596.72,5.455141783395969,57.56020187454939
21813,xpressbees,cosmetics,ev bike,express,west,foggy,259.6,38.41,9,7,2,yes,delayed,3,1463.23,5.636479198767334,38.09502733663109
21814,xpressbees,cosmetics,van,two day,west,foggy,168.9,39.14,9,16,-7,no,delivered,5,961.92,5.695204262877442,24.576392437404188
21815,shadowfax,pharmacy,ev van,two day,east,stormy,118.6,27.26,6,16,-10,no,delivered,3,674.78,5.689544688026982,24.75348495964783
21816,delhivery,groceries,ev bike,express,west,foggy,36.3,45.12,2,2,0,no,delivered,3,366.86,10.10633608815427,8.130762411347519
21817,amazon logistics,clothing,scooter,standard,central,cold,117.9,42.75,4,24,-20,no,delivered,4,717.75,6.087786259541985,16.789473684210527
21818,amazon logistics,pharmacy,ev van,two day,north,clear,114.0,5.36,6,16,-10,no,delivered,5,586.08,5.1410526315789475,109.34328358208955
21819,ecom express,groceries,scooter,two day,north,hot,79.9,33.9,4,16,-12,no,delivered,3,501.2,6.272841051314142,14.784660766961652
21820,ecom express,automobile parts,ev bike,two day,west,foggy,145.7,34.0,8,16,-8,no,delivered,5,830.5,5.700068634179822,24.426470588235293
21821,ekart,electronics,ev van,standard,north,hot,293.1,12.43,7,24,-17,no,delivered,4,1502.79,5.127226202661207,120.90024135156878
21822,xpressbees,fragile items,van,express,east,hot,113.5,14.31,3,4,-1,no,delivered,4,660.43,5.818766519823788,46.151642208245974
21823,dhl,fragile items,scooter,standard,north,cold,94.9,29.01,4,24,-20,no,delivered,5,561.53,5.917070600632244,19.356428817649086
21824,shadowfax,furniture,ev van,same day,south,clear,84.7,47.66,2,8,-6,no,delivered,3,666.48,7.868713105076742,13.984053713806128
21825,ekart,automobile parts,ev bike,standard,north,foggy,10.3,10.71,4,24,-20,no,delivered,5,95.6674,9.28809708737864,8.932530345471521
21826,shadowfax,cosmetics,van,two day,east,clear,45.5,43.27,2,16,-14,no,delivered,4,357.31,7.852967032967033,8.257684307834527
21827,ecom express,electronics,ev van,express,north,foggy,69.5,13.91,4,3,1,yes,delayed,2,439.23,6.319856115107914,31.576563623292596
21828,shadowfax,groceries,bike,same day,central,rainy,257.0,32.02,10,8,2,yes,delayed,2,1481.06,5.762879377431906,46.25421611492816
21829,ecom express,fragile items,truck,standard,west,stormy,231.1,16.62,11,24,-13,no,delivered,4,1205.36,5.215750757247944,72.52466907340552
21830,ecom express,cosmetics,scooter,express,west,rainy,219.0,39.88,8,6,2,yes,delayed,3,1264.64,5.774611872146119,31.711133400200602
21831,blue dart,clothing,scooter,express,west,foggy,51.6,37.39,5,3,2,yes,failed,2,420.17,8.142829457364341,11.237496656860124
21832,ecom express,clothing,van,two day,north,stormy,293.8,42.55,17,16,1,yes,delayed,3,1596.65,5.434479237576583,37.52408930669801
21833,amazon logistics,automobile parts,truck,two day,east,clear,287.3,46.56,11,16,-5,no,delivered,5,1576.18,5.486181691611556,33.85266323024055
21834,dhl,electronics,scooter,same day,south,hot,197.3,5.91,7,8,-1,no,delivered,5,1104.23,5.596705524581854,186.8409475465313
21835,shadowfax,automobile parts,truck,standard,central,foggy,284.6,14.88,6,24,-18,no,delivered,3,1467.64,5.156851721714688,98.63172043010753
21836,shadowfax,furniture,ev bike,two day,west,clear,234.6,4.98,8,16,-8,no,delivered,5,1187.94,5.063682864450128,238.5421686746988
21837,amazon logistics,fragile items,bike,express,north,clear,39.0,39.73,1,2,-1,no,delivered,4,364.19,9.338205128205129,9.166624716838662
21838,amazon logistics,clothing,bike,same day,central,hot,171.5,16.16,5,8,-3,no,delivered,5,1005.98,5.865772594752187,62.25123762376238
21839,delhivery,groceries,ev bike,standard,east,cold,91.4,38.55,3,24,-21,no,delivered,5,572.65,6.2653172866520785,14.85473411154345
21840,delhivery,cosmetics,van,express,east,hot,96.7,47.66,3,3,0,no,delivered,5,676.48,6.995656670113754,14.193873268988671
21841,ekart,clothing,scooter,standard,north,rainy,219.1,29.98,11,24,-13,no,delivered,5,1185.44,5.410497489730717,39.54102735156771
21842,fedex,electronics,ev van,express,east,foggy,188.4,23.4,10,5,5,yes,delayed,2,1062.2,5.638004246284501,45.3931623931624
21843,amazon logistics,pharmacy,van,same day,south,rainy,168.1,7.92,10,8,2,yes,delayed,3,964.26,5.736228435455087,121.75
21844,shadowfax,electronics,bike,two day,south,rainy,297.1,26.95,11,16,-5,no,delivered,5,1571.85,5.290642881184786,58.324675324675326
21845,blue dart,automobile parts,scooter,two day,south,cold,79.2,14.61,4,16,-12,no,delivered,5,439.83,5.55340909090909,30.104722792607802
21846,xpressbees,cosmetics,truck,two day,north,clear,262.4,45.64,9,16,-7,no,delivered,4,1448.92,5.5217987804878055,31.7467134092901
21847,fedex,cosmetics,scooter,two day,central,foggy,207.1,39.18,9,16,-7,no,delivered,5,1153.04,5.567551907291164,29.42930066360388
21848,dhl,furniture,ev van,express,east,clear,9.3,47.02,1,2,-1,no,delivered,5,237.56,25.544086021505375,5.052318162484049
21849,xpressbees,pharmacy,truck,express,south,foggy,142.0,47.79,7,4,3,yes,delayed,2,903.37,6.361760563380281,18.90290855827579
21850,ekart,automobile parts,bike,standard,east,rainy,46.7,36.24,6,24,-18,no,delivered,3,342.22,7.328051391862955,9.443156732891833
21851,shadowfax,electronics,van,standard,south,foggy,36.6,15.54,4,24,-20,no,delivered,5,229.62,6.273770491803279,14.776061776061777
21852,blue dart,documents,van,standard,east,stormy,208.2,14.97,11,24,-13,no,delivered,4,1085.91,5.2157060518732,72.53907815631263
21853,dhl,cosmetics,bike,same day,north,rainy,266.5,10.91,9,8,1,yes,failed,2,1465.23,5.498048780487805,134.30155820348304
21854,shadowfax,clothing,bike,express,north,foggy,204.1,45.02,7,6,1,yes,delayed,2,1205.56,5.90671239588437,26.77832074633496
21855,shadowfax,documents,bike,same day,west,rainy,103.0,30.92,4,8,-4,no,delivered,3,707.76,6.871456310679611,22.89003880983182
21856,ecom express,electronics,ev bike,express,north,stormy,14.4,20.87,8,2,6,yes,delayed,2,184.61,12.82013888888889,8.84571154767609
21857,ekart,electronics,scooter,same day,central,hot,141.2,15.72,5,8,-3,no,delivered,5,853.16,6.042209631728046,54.27226463104325
21858,ecom express,groceries,van,express,south,cold,59.2,38.67,1,3,-2,no,delivered,5,462.01,7.804222972972973,11.947504525471942
21859,amazon logistics,pharmacy,bike,same day,east,cold,247.8,38.98,6,8,-2,no,delivered,4,1455.94,5.8754640839386605,37.35094920472037
21860,dhl,electronics,ev van,standard,central,clear,105.2,34.11,3,24,-21,no,delivered,5,628.33,5.972718631178707,18.42069774259748
21861,blue dart,automobile parts,ev van,two day,east,hot,270.5,7.26,9,16,-7,no,delivered,5,1374.28,5.080517560073937,189.29476584022038
21862,ekart,cosmetics,ev bike,express,south,cold,37.8,11.21,3,2,1,yes,delayed,2,272.63,7.212433862433863,24.320249776984834
21863,shadowfax,pharmacy,scooter,same day,central,clear,19.6,48.8,2,8,-6,no,delivered,5,344.4,17.57142857142857,7.057377049180328
21864,amazon logistics,electronics,truck,two day,west,rainy,3.6,39.99,3,16,-13,no,delivered,3,129.97,36.102777777777774,3.250062515628907
21865,shadowfax,furniture,van,standard,west,clear,293.9,15.16,8,24,-16,no,delivered,3,1514.98,5.154746512419191,99.93271767810026
21866,xpressbees,automobile parts,ev van,standard,south,foggy,142.5,11.19,4,24,-20,no,delivered,3,746.07,5.235578947368421,66.67292225201074
21867,delhivery,documents,truck,same day,north,hot,217.3,46.67,7,8,-1,no,delivered,4,1326.51,6.104509894155545,28.42318405828155
21868,fedex,furniture,bike,same day,south,hot,32.2,17.3,1,8,-7,no,delivered,5,312.9,9.717391304347824,18.086705202312135
21869,amazon logistics,pharmacy,bike,express,west,hot,32.7,25.37,1,2,-1,no,delivered,3,289.61,8.8565749235474,11.415451320457233
21870,dhl,cosmetics,ev bike,standard,south,hot,81.3,45.1,3,24,-21,no,delivered,5,541.8,6.6642066420664205,12.013303769401329
21871,ecom express,automobile parts,ev bike,same day,west,hot,33.6,35.07,2,8,-6,no,delivered,4,373.21,11.107440476190476,10.641859138865126
21872,blue dart,clothing,ev bike,same day,east,hot,14.3,34.54,2,8,-6,no,delivered,5,275.12,19.23916083916084,7.965257672264042
21873,ecom express,electronics,scooter,standard,south,foggy,20.7,12.39,3,24,-21,no,delivered,3,140.67,6.7956521739130435,11.353510895883776
21874,amazon logistics,electronics,ev bike,two day,south,hot,128.5,38.73,3,16,-13,no,delivered,5,758.69,5.904202334630351,19.58920733281694
21875,shadowfax,documents,scooter,two day,north,clear,129.2,37.24,5,16,-11,no,delivered,4,757.72,5.864705882352942,20.346938775510203
21876,shadowfax,groceries,truck,express,south,clear,149.8,22.11,6,5,1,yes,delayed,3,865.33,5.776568758344459,39.13749434644957
21877,ecom express,fragile items,scooter,same day,central,foggy,185.5,21.27,10,8,2,yes,delayed,3,1091.31,5.883072776280323,51.30747531734838
21878,dhl,furniture,bike,two day,east,foggy,83.4,27.39,4,16,-12,no,delivered,5,499.17,5.985251798561151,18.224534501642935
21879,blue dart,cosmetics,ev bike,express,west,hot,159.0,45.64,3,5,-2,no,delivered,5,981.92,6.17559748427673,21.514460999123575
21880,ecom express,pharmacy,ev bike,standard,central,foggy,296.2,21.67,9,24,-15,no,delivered,4,1546.01,5.219480081026334,71.34333179510844
21881,delhivery,automobile parts,ev bike,express,west,rainy,194.7,45.65,9,5,4,yes,failed,2,1160.45,5.96019517205958,25.420591456736037
21882,shadowfax,documents,truck,express,west,cold,244.9,34.47,10,6,4,yes,failed,1,1377.91,5.626418946508779,39.97418044676531
21883,ekart,cosmetics,truck,two day,east,hot,264.2,9.18,8,16,-8,no,delivered,4,1348.54,5.104239212717638,146.89978213507626
21884,ecom express,documents,ev bike,standard,east,cold,67.2,26.53,3,24,-21,no,delivered,5,415.59,6.184374999999999,15.664907651715039
21885,ecom express,documents,truck,two day,east,stormy,65.2,5.53,9,16,-7,no,delivered,5,342.59,5.254447852760736,61.9511754068716
21886,fedex,automobile parts,ev van,express,south,rainy,64.7,36.74,7,3,4,yes,delayed,3,483.72,7.476352395672334,13.166031573217202
21887,fedex,electronics,ev bike,express,north,rainy,121.0,3.75,7,4,3,yes,delayed,2,666.25,5.506198347107438,177.66666666666666
21888,fedex,documents,truck,express,west,hot,279.6,7.84,7,7,0,no,delivered,5,1471.52,5.262947067238912,187.69387755102042
21889,dhl,groceries,truck,standard,west,clear,260.0,28.11,8,24,-16,no,delivered,4,1384.33,5.324346153846154,49.24688722874422
21890,ecom express,clothing,ev van,same day,east,rainy,129.1,40.95,9,8,1,yes,delayed,3,868.35,6.726181254841209,21.205128205128204
21891,ekart,cosmetics,truck,same day,west,hot,141.1,25.82,8,8,0,yes,delayed,3,882.96,6.257689581856839,34.19674670797831
21892,ecom express,groceries,bike,express,west,hot,260.5,43.94,6,7,-1,no,delivered,4,1484.32,5.697965451055662,33.78060992262176
21893,shadowfax,furniture,ev van,standard,central,stormy,167.1,47.31,8,24,-16,no,delivered,3,977.43,5.849371633752244,20.66011414077362
21894,ecom express,documents,bike,two day,central,rainy,113.6,48.85,10,16,-6,no,delivered,3,714.55,6.290052816901408,14.627430910951892
21895,shadowfax,automobile parts,scooter,same day,south,clear,17.8,25.81,1,8,-7,no,delivered,3,266.43,14.967977528089888,10.322743122820613
21896,amazon logistics,groceries,scooter,express,south,hot,132.0,30.62,4,4,0,no,delivered,5,801.86,6.07469696969697,26.187459177008492
21897,fedex,fragile items,bike,same day,east,rainy,58.6,30.36,6,8,-2,no,delivered,4,484.08,8.260750853242321,15.944664031620553
21898,fedex,pharmacy,scooter,standard,south,clear,16.7,42.43,1,24,-23,no,delivered,4,210.79,12.622155688622755,4.967947207164742
21899,ekart,automobile parts,scooter,same day,west,stormy,19.9,19.76,6,8,-2,no,delivered,5,258.78,13.004020100502512,13.096153846153843
21900,blue dart,pharmacy,truck,express,north,hot,176.5,28.07,6,5,1,yes,delayed,2,1016.71,5.7603966005665725,36.220520128250804
21901,delhivery,automobile parts,ev van,standard,south,foggy,128.2,33.48,6,24,-18,no,delivered,4,741.44,5.783463338533542,22.145758661887697
21902,dhl,cosmetics,scooter,same day,east,foggy,250.3,20.79,13,8,5,yes,failed,1,1413.87,5.648701558130243,68.00721500721501
21903,ecom express,electronics,van,standard,north,foggy,188.2,46.59,6,24,-18,no,delivered,5,1080.77,5.742667375132838,23.197467267654
21904,ecom express,clothing,ev bike,two day,east,hot,21.6,21.02,2,16,-14,no,delivered,5,171.06,7.919444444444444,8.137963843958135
21905,xpressbees,fragile items,ev bike,standard,north,cold,145.4,29.36,5,24,-19,no,delivered,5,815.08,5.605777166437414,27.76158038147139
21906,dhl,electronics,ev van,two day,central,clear,178.0,28.99,5,16,-11,no,delivered,5,976.97,5.488595505617978,33.7002414625733
21907,fedex,clothing,truck,express,north,rainy,251.4,30.92,10,7,3,yes,delayed,2,1399.76,5.567859984089101,45.270375161707626
21908,xpressbees,fragile items,ev bike,same day,east,cold,289.3,23.83,11,8,3,yes,delayed,3,1617.99,5.592775665399239,67.89718841796056
21909,delhivery,groceries,ev van,two day,south,foggy,131.5,2.4,5,16,-11,no,delivered,4,664.7,5.054752851711027,276.95833333333337
21910,ecom express,clothing,van,two day,east,stormy,73.3,3.91,6,16,-10,no,delivered,4,378.23,5.160027285129605,96.73401534526855
21911,amazon logistics,clothing,ev van,express,west,clear,149.4,36.57,5,4,1,yes,delayed,2,906.71,6.0690093708166,24.79382007109653
21912,ecom express,documents,ev van,express,south,foggy,64.4,4.69,3,3,0,yes,delayed,3,386.07,5.994875776397515,82.31769722814498
21913,delhivery,fragile items,bike,same day,west,stormy,82.8,9.83,10,8,2,yes,failed,1,543.49,6.563888888888889,55.28891149542218
21914,ecom express,furniture,ev bike,two day,north,foggy,44.7,17.36,4,16,-12,no,delivered,4,275.58,6.165100671140939,15.87442396313364
21915,shadowfax,automobile parts,truck,express,central,rainy,193.6,17.08,7,5,2,yes,delayed,3,1069.24,5.522933884297521,62.60187353629977
21916,fedex,cosmetics,ev bike,express,west,rainy,209.0,18.47,6,6,0,yes,delayed,2,1150.41,5.5043540669856466,62.285327558202496
21917,blue dart,documents,truck,two day,central,hot,110.8,20.89,5,16,-11,no,delivered,4,616.67,5.565613718411552,29.51986596457635
21918,fedex,clothing,scooter,express,south,stormy,3.6,6.91,4,2,2,yes,delayed,3,95.6674,26.574277777777777,13.844775687409552
21919,dhl,automobile parts,van,same day,west,rainy,181.6,4.35,9,8,1,yes,delayed,2,1021.05,5.622522026431718,234.7241379310345
